sentiment;TOKENS;SHAP;C-SHAP (P+C)
positive;quarters;0,018584979;0,018584979
negative;the ;0,011540607;0,02527663
negative;dollar ;0,098004484;0,102485553
negative;declined ;0,361526327;0,360439906
negative;against ;0,067847152;0,071612753
negative;the ;0,033175414;0,02502225
negative;currencies ;0,028743976;0,017837565
negative;of ;0,015360161;0,012096257
negative;the ;0,013467617;0,010288629
negative;major ;0,019035373;0,013984404
negative;industrial ;0,019035373;0,012487515
negative;countries ;0,010422018;0,005512533
negative;in ;0,010422018;0,005512533
negative;response ;0,023841256;0,027768731
negative;to ;0,00856451;0,012669348
negative;indications ;0,003686426;0,002576515
negative;of ;-0,006381903;-0,003567373
negative;improved ;-0,042855743;-0,061119258
negative;economic ;-0,018045354;-0,006615928
negative;performances ;0,01278685;0,011606837
negative;in ;0,01278685;0,007818849
negative;europe ;0,00126198;-0,009749457
negative;and ;0,005075079;0,001457749
negative;japan ;0,005075079;0,001457749
negative;and ;0,005331122;0,001713793
negative;to ;0,002124385;-0,004112535
negative;higher ;0,001197122;0,028340015
negative;long;0,002809269;0,003118131
negative;term ;0,00685215;0,003118131
negative;interest ;0,00685215;0,022891436
negative;rates ;0,014122242;0,022891436
negative;in ;0,014122242;0,022866309
negative;many ;0,013999047;0,023459352
negative;of ;0,013999047;0,009724661
negative;those ;0,013108331;0,009724661
negative;countries;0,013108331;0,012475421
negative;decreases ;0,174825197;0,174825197
negative;in ;0,006860707;0,006860707
negative;longer;0,00047708;0,00047708
negative;term ;0,018148233;0,018148233
negative;u;0,024392503;0,024392503
negative;s;0,013168718;0,013168718
negative;interest ;0,00319827;0,00319827
negative;rates ;0,00319827;0,00319827
negative;weighed ;0,056831415;0,056831415
negative;on ;0,038244435;0,038244435
negative;the ;0,022914491;0,022914491
negative;dollar;0,024829736;0,024829736
negative;and ;-0,002396926;-0,002396926
negative;the ;0,004513428;0,004513428
negative;dollar;0,006041829;0,006041829
negative;s ;-0,003965779;-0,003965779
negative;decline ;0,073403838;0,073403838
negative;against ;0,040832589;0,040832589
negative;the ;0,017453642;0,017453642
negative;euro ;0,017453642;0,017453642
negative;also ;0,023121627;0,023121627
negative;occurred ;0,023121627;0,023121627
negative;against ;0,011091478;0,011091478
negative;the ;0,011091478;0,011091478
negative;background ;-0,015405853;-0,015405853
negative;of ;-0,015405853;-0,015405853
negative;indicators ;-0,014135102;-0,014135102
negative;of ;-0,014135102;-0,014135102
negative;accelerating ;0,010461784;0,010461784
negative;activity ;0,010461784;0,010461784
negative;in ;0,008251385;0,008251385
negative;the ;0,008251385;0,008251385
negative;euro ;0,015100759;0,015100759
negative;area ;0,015100759;0,015100759
negative;and ;0,015100759;0,015100759
negative;possible ;0,020530526;0,020530526
negative;further ;0,020530526;0,020530526
negative;monetary ;0,016838308;0,016838308
negative;tightening;0,019341716;0,019341716
positive;in ;0,00340578;0,00340578
positive;foreign ;-0,000755161;-0,000755161
positive;exchange ;-0,000755161;-0,000755161
positive;markets;-0,003055256;-0,003055256
positive;the ;0,00175942;0,00175942
positive;trade;0,00175942;0,00175942
positive;weighted ;0,003293546;0,003293546
positive;value ;0,00521991;0,00521991
positive;of ;0,00521991;0,00521991
positive;the ;0,004333314;0,004333314
positive;dollar ;0,006147292;0,006147292
positive;increased ;0,351349883;0,351349883
positive;on ;0,028436994;0,028436994
positive;net ;0,031306026;0,031306026
positive;against ;0,044121101;0,044121101
positive;an ;0,013972541;0,013972541
positive;index ;0,013972541;0,013972541
positive;of ;0,017033851;0,017033851
positive;major ;0,022359929;0,022359929
positive;currencies;0,024715726;0,024715726
positive;even ;0,008716098;0,008716098
positive;though ;0,016024626;0,016024626
positive;interest ;0,004814645;0,004814645
positive;rate ;0,004814645;0,004814645
positive;differentials ;0,021038182;0,021038182
positive;moved ;0,011354161;0,011354161
positive;against ;0,002535598;0,002535598
positive;assets ;0,002198579;0,002198579
positive;denominated ;0,014412928;0,014412928
positive;in ;0,007596093;0,007596093
positive;dollars ;0,007596093;0,007596093
positive;relative ;0,00824442;0,00824442
positive;to ;0,00824442;0,00824442
positive;those ;0,008489921;0,008489921
positive;of ;0,008489921;0,008489921
positive;other ;0,011857531;0,011857531
positive;industrial ;0,011857531;0,011857531
positive;countries;0,011857531;0,011857531
positive;while ;0,033573611;0,033573611
positive;the ;0,008887757;0,008887757
positive;recent ;0,009229206;0,009229206
positive;rally ;0,001860894;0,001960164
positive;in ;0,001860894;0,001960164
positive;domestic ;6,74978E-05;-3,17725E-05
positive;financial ;0,000843973;0,000744703
positive;markets ;-0,006966281;-0,006966281
positive;could ;-0,008743256;-0,008743256
positive;be ;-0,003496062;-0,003496062
positive;viewed ;-0,004039975;-0,004039975
positive;as ;-0,005935945;-0,005935945
positive;having ;-0,002972205;-0,002972205
positive;partially ;0,009103331;0,009103331
positive;eroded ;-0,007191921;-0,007191921
positive;the ;-0,004707669;-0,004707669
positive;degree ;-0,020613836;-0,020613836
positive;of ;0,000829455;0,000829455
positive;monetary ;0,000829455;0,000829455
positive;restraint ;0,002186292;0,002186292
positive;implemented ;0,002186292;0,002186292
positive;earlier;0,001507228;0,001507228
positive;real ;0,001874221;-0,007494409
positive;interest ;0,001874221;-0,0024721
positive;rates ;0,001874221;-0,0024721
positive;for ;0,001874221;0,003777272
positive;private ;0,001874221;0,003777272
positive;borrowers ;0,008826675;0,007554544
positive;were ;0,005875078;0,012431403
positive;still ;0,005875078;0,012431403
positive;at ;0,018330593;0,011503592
positive;relatively ;0,018330593;0,011503592
positive;elevated ;0,019733902;0,019413871
positive;levels;0,019733902;0,019413871
positive;banking ;-0,002827324;-0,002827324
positive;institutions ;-0,002827324;-0,002827324
positive;were ;-0,000684027;-0,000684027
positive;continuing ;-0,000684027;-0,000684027
positive;to ;-0,009552008;-0,011017626
positive;report ;-0,011116183;-0,012581802
positive;further ;0,006962813;0,008428431
positive;tightening ;0,006962813;0,008428431
positive;of ;0,002805347;0,002805347
positive;their ;0,002805347;0,002805347
positive;standards ;0,002805347;0,002805347
positive;and ;0,002805347;0,002805347
positive;terms ;0,00609103;0,00609103
positive;for ;0,00609103;0,00609103
positive;business ;0,00609103;0,00609103
positive;loans;0,00609103;0,00609103
positive;equity ;0,013551677;0,013551677
positive;prices ;0,013551677;0,013551677
positive;had ;0,026909103;0,026909103
positive;risen ;0,026909103;0,026909103
positive;only ;0,025563824;0,025563824
positive;modestly;0,032426408;0,032426408
positive;and ;0,029483484;0,029483484
positive;the ;0,031487247;0,031487247
positive;dollar ;0,031487247;0,031487247
positive;had ;0,031487247;0,031487247
positive;firmed ;0,087726206;0,087726206
positive;over ;0,008721336;0,008721336
positive;recent ;0,008721336;0,008721336
positive;months;0,008721336;0,008721336
positive;since ;-0,003515798;-0,003306231
positive;the ;-0,002859251;-0,003068818
positive;start ;-0,002859251;-0,003068818
positive;of ;-0,002691643;-0,003121762
positive;the ;-0,002691643;-0,003121762
positive;year;-0,002691643;-0,003121762
positive;long;-0,001339743;0,002300239
positive;term ;-0,001339743;0,004285944
positive;interest ;-0,001339743;0,002065089
positive;rates ;0,012394917;0,002065089
positive;generally ;0,011078526;0,005604413
positive;had ;0,008995532;0,004810626
positive;not ;0,008995532;0,011934714
positive;extended ;0,014317814;0,011934714
positive;earlier ;0,014022543;0,025185582
positive;declines;0,053210645;0,040404022
positive;prices ;0,008113625;0,008113625
positive;in ;0,0011476;0,0011476
positive;equity ;-0,011478807;-0,010901371
positive;markets ;-0,009169064;-0,0097465
positive;had ;-0,012318371;-0,012318371
positive;fallen ;-0,122833385;-0,122833385
positive;substantially ;0,034930065;0,034930065
positive;further;0,03460185;0,03460185
positive;and ;0,00071076;0,00071076
positive;the ;0,028505366;0,028505366
positive;dollar ;0,028505366;0,028505366
positive;had ;0,113906519;0,128475182
positive;appreciated ;0,177374201;0,162805537
positive;in ;-0,010564233;-0,010564233
positive;foreign ;-0,010564233;-0,010564233
positive;exchange ;-0,008831709;-0,008831709
positive;markets;-0,008831709;-0,008831709
positive;since ;-0,003515798;-0,003306231
positive;the ;-0,002859251;-0,003068818
positive;start ;-0,002859251;-0,003068818
positive;of ;-0,002691643;-0,003121762
positive;the ;-0,002691643;-0,003121762
positive;year;-0,002691643;-0,003121762
positive;long;-0,001339743;0,002300239
positive;term ;-0,001339743;0,004285944
positive;interest ;-0,001339743;0,002065089
positive;rates ;0,012394917;0,002065089
positive;generally ;0,011078526;0,005604413
positive;had ;0,008995532;0,004810626
positive;not ;0,008995532;0,011934714
positive;extended ;0,014317814;0,011934714
positive;earlier ;0,014022543;0,025185582
positive;declines;0,053210645;0,040404022
positive;prices ;0,008113625;0,008113625
positive;in ;0,0011476;0,0011476
positive;equity ;-0,011478807;-0,010901371
positive;markets ;-0,009169064;-0,0097465
positive;had ;-0,012318371;-0,012318371
positive;fallen ;-0,122833385;-0,122833385
positive;substantially ;0,034930065;0,034930065
positive;further;0,03460185;0,03460185
positive;and ;0,00071076;0,00071076
positive;the ;0,028505366;0,028505366
positive;dollar ;0,028505366;0,028505366
positive;had ;0,113906519;0,128475182
positive;appreciated ;0,177374201;0,162805537
positive;in ;-0,010564233;-0,010564233
positive;foreign ;-0,010564233;-0,010564233
positive;exchange ;-0,008831709;-0,008831709
positive;markets;-0,008831709;-0,008831709
negative;although ;-0,014750713;-0,014750713
negative;policy ;0,018936786;0,017299927
negative;had ;0,011128184;0,012765043
negative;been ;0,023618553;0,023618553
negative;eased ;0,026021826;0,026021826
negative;substantially ;0,00528155;0,00528155
negative;in ;0,00528155;0,00528155
negative;2001;0,00528155;0,00528155
negative;the ;-0,021285087;-0,021285087
negative;forces ;-0,012964868;-0,012964868
negative;restraining ;0,015066022;0,015066022
negative;demand ;0,019695879;0,019695879
negative;had ;0,020590665;0,022946876
negative;been ;0,022668151;0,025024363
negative;considerable;0,034034829;0,029322406
negative;and ;0,005352025;0,005352025
negative;a ;0,01814191;0,01814191
negative;variety ;0,01814191;0,01814191
negative;of ;0,036814313;0,036814313
negative;factors ;0,036814313;0,036814313
negative;had ;0,101571578;0,101571578
negative;limited ;0,139117263;0,139117263
negative;the ;0,044329773;0,044329773
negative;passthrough ;0,018474065;0,018474065
negative;of ;-0,003820036;-0,003273098
negative;lower ;-0,003820036;0,008087769
negative;short;-0,004521389;0,002560208
negative;term ;-7,04869E-05;0,002560208
negative;interest ;-7,04869E-05;-0,007782335
negative;rates ;-0,0040883;-0,007782335
negative;into ;-0,0040883;-0,010139504
negative;long;0,000624771;-0,010139504
negative;term ;0,002055114;-0,00049858
negative;rates;0,002055114;-0,00049858
negative;equity ;0,021526137;0,021526137
negative;prices;0,021526137;0,021526137
negative;bank ;0,018601429;0,018601429
negative;lending ;0,018601429;0,018601429
negative;rates;0,018601429;0,018601429
negative;and ;0,011188686;0,011188686
negative;the ;0,00815238;0,00815238
negative;foreign ;0,00815238;0,00815238
negative;exchange ;0,00815238;0,00815238
negative;value ;0,00815238;0,00815238
negative;of ;0,006726061;0,006726061
negative;the ;0,006726061;0,006726061
negative;dollar;0,006726061;0,006726061
negative;the ;0,000360072;0,000360072
negative;members ;-0,003037005;-0,003037005
negative;referred ;-0,019794997;-0,019794997
negative;to ;0,002562344;0,002562344
negative;the ;0,002562344;0,002562344
negative;heightened ;0,021470659;0,021470659
negative;degree ;0,014383154;0,014383154
negative;of ;0,010127899;0,010127899
negative;uncertainty ;0,026288687;0,026288687
negative;and ;0,005606863;0,005606863
negative;risk ;0,005606863;0,005606863
negative;aversion ;0,015896964;0,015896964
negative;following ;0,003222718;0,003222718
negative;the ;0,003222718;0,003222718
negative;terrorist ;0,003222718;0,003222718
negative;attacks ;0,003222718;0,003222718
negative;that ;0,005683859;0,005683859
negative;was ;0,005683859;0,005683859
negative;having ;0,005683859;0,005683859
negative;a ;0,005683859;0,005683859
negative;significant ;0,0145653;0,0145653
negative;effect ;0,0145653;0,0145653
negative;on ;0,010566031;0,010566031
negative;business ;0,010566031;0,010566031
negative;and ;0,010279471;0,010279471
negative;household ;0,013447202;0,013447202
negative;spending;0,013447202;0,013447202
negative;and ;-0,005834317;-0,005834317
negative;they ;0,012509567;0,012509567
negative;noted ;0,012509567;0,012509567
negative;that ;0,012723729;0,012723729
negative;the ;0,012723729;0,012723729
negative;substantial ;0,008102312;0,008102312
negative;easing ;0,008102312;0,008102312
negative;of ;0,007416993;0,007416993
negative;monetary ;0,007416993;0,007416993
negative;policy ;0,007170446;0,007170446
negative;that ;0,007170446;0,007170446
negative;had ;0,008912954;0,008912954
negative;been ;0,008912954;0,008912954
negative;put ;-0,001019453;-0,001019453
negative;in ;-0,001019453;-0,001019453
negative;place ;-0,000610752;-0,000610752
negative;this ;-0,000610752;-0,000610752
negative;year ;0,027019718;0,027019718
negative;had ;0,028905303;0,028905303
negative;not ;0,075642113;0,075642113
negative;shown ;0,03071896;0,03071896
negative;through ;-0,010136876;-0,010136876
negative;fully ;-0,00733606;-0,00733606
negative;to ;-0,004125023;-0,004125023
negative;long;-0,004125023;-0,004125023
negative;term ;-0,000972553;-0,000972553
negative;interest ;-0,000972553;-0,000972553
negative;rates;-0,000972553;-0,000972553
negative;equity ;0,012022301;0,012022301
negative;prices;0,012022301;0,012022301
negative;bank ;0,011800369;0,011800369
negative;lending ;0,011800369;0,011800369
negative;rates;0,011800369;0,011800369
negative;and ;0,002952497;0,002952497
negative;the ;0,004753304;0,004753304
negative;foreign ;0,004753304;0,004753304
negative;exchange ;0,004753304;0,004753304
negative;value ;0,004753304;0,004753304
negative;of ;0,003438746;0,003438746
negative;the ;0,003438746;0,003438746
negative;dollar;0,003438746;0,003438746
positive;the ;0,001031905;0,001031905
positive;exchange ;-0,002910316;-0,002910316
positive;value ;-0,002544882;-0,002544882
positive;of ;0,001705735;0,001280099
positive;the ;0,001705735;0,001280099
positive;dollar;0,006215265;0,00578963
positive;as ;0,002853429;0,002853429
positive;measured ;0,001798066;0,001798066
positive;by ;0,005244707;0,005244707
positive;the ;0,005244707;0,005244707
positive;major ;0,009748549;0,009748549
positive;foreign ;0,009748549;0,009748549
positive;currencies ;0,010182988;0,010182988
positive;index;0,000242076;0,000242076
positive;rose ;0,355115309;0,355069074
positive;over ;0,066149175;0,055094368
positive;the ;0,004208662;0,000910685
positive;intermeeting ;0,023866381;0,031591283
positive;period ;0,043845634;0,034407527
positive;as ;0,040404647;0,040810844
positive;long;0,007024766;0,007153983
positive;term ;0,004034636;0,007153983
positive;interest ;0,004034636;0,004725083
positive;rate ;0,004034636;0,004725083
positive;differentials ;0,015606009;0,015185661
positive;moved ;0,064107167;0,058369686
positive;sharply ;0,03964152;0,039567727
positive;in ;0,010195817;0,009828278
positive;favor ;0,019393529;0,01902599
positive;of ;0,003438813;0,006095391
positive;dollar;0,003438813;0,006095391
positive;denominated ;0,005065114;0,0103553
positive;assets;-0,004787874;-0,000656211
negative;financial ;0,007113612;0,007113612
negative;conditions ;0,007533517;0,007533517
negative;overall ;0,007533517;0,007533517
negative;were ;0,021904323;0,019601399
negative;even ;0,017298475;0,019601399
negative;less ;0,06171266;0,06171266
negative;supportive ;0,030898477;0,030898477
negative;of ;0,014839165;0,014839165
negative;economic ;0,010689326;0,010689326
negative;activity;0,008352499;0,008352499
negative;with ;-0,013789751;-0,013789751
negative;broad ;-0,019610729;-0,019610729
negative;equity ;-0,005803392;-0,005803392
negative;indexes ;0,080239576;0,081260682
negative;down ;0,236407856;0,235897303
negative;significantly ;0,098285239;0,097774687
negative;amid ;0,045183522;0,044589152
negative;continued ;0,024802774;0,025397144
negative;concerns ;0,03819307;0,03819307
negative;about ;0,020836313;0,020836313
negative;the ;0,014380633;0,014380633
negative;health ;0,016983917;0,016983917
negative;of ;0,008509795;0,008509795
negative;the ;0,007557302;0,007557302
negative;financial ;0,013258174;0,012652608
negative;sector;0,014340817;0,01373525
negative;the ;0,010639075;0,010683151
negative;dollar ;0,014910501;0,014866425
negative;stronger;-0,008034543;-0,008034543
negative;and ;-0,001559751;-0,001398019
negative;long;1,17541E-05;-0,002094889
negative;term ;0,001330024;-0,004241899
negative;interest ;0,001330024;0,016842598
negative;rates ;0,02748514;0,016842598
negative;higher;0,003357622;0,007360675
negative;in ;0,005959369;0,005959369
negative;light ;0,009181438;0,009181438
negative;of ;0,009181438;0,009181438
negative;asset ;0,004055718;0,004055718
negative;market ;0,004055718;0,004055718
negative;developments ;0,005351599;0,005351599
negative;over ;0,005351599;0,005351599
negative;the ;0,005351599;0,005351599
negative;intermeeting ;0,012361909;0,012361909
negative;period;0,005225756;0,005225756
negative;which ;-0,000574509;-0,000574509
negative;in ;-0,000574509;-0,000574509
negative;large ;-0,000574509;-0,000574509
negative;part ;-0,000574509;-0,000574509
negative;appeared ;0,006680852;0,006680852
negative;to ;0,006680852;0,006680852
negative;reflect ;0,007540761;0,007540761
negative;heightened ;0,007540761;0,007540761
negative;expectations ;0,005207857;0,005207857
negative;among ;0,005207857;0,005207857
negative;investors ;0,005037433;0,005037433
negative;that ;0,005037433;0,005037433
negative;the ;0,002935133;0,002935133
negative;federal ;0,002935133;0,002935133
negative;reserve ;0,002935133;0,002935133
negative;would ;0,002935133;0,002935133
negative;undertake ;0,000761921;0,000761921
negative;additional ;0,000761921;0,000761921
negative;purchases ;0,001486177;0,001486177
negative;of ;0,001486177;0,001486177
negative;longer;0,000484019;0,000484019
negative;term ;0,000484019;0,000484019
negative;securities;0,000484019;0,000484019
negative;the ;0,051296195;0,051296195
negative;november ;0,051296195;0,051296195
negative;forecast ;0,060263347;0,060263347
negative;was ;0,060263347;0,060263347
negative;conditioned ;-0,00719308;-0,00719308
negative;on ;-0,00719308;-0,00719308
negative;lower ;0,008486913;0,008486913
negative;long;0,008486913;0,008486913
negative;term ;-0,002064173;-0,002064173
negative;interest ;-0,002064173;-0,002064173
negative;rates;-0,002064173;-0,002064173
negative;higher ;0,000650549;0,000650549
negative;stock ;-0,001490277;-0,001490277
negative;prices;0,008398894;0,008398894
negative;and ;-0,01069393;-0,01069393
negative;a ;0,095043057;0,095043057
negative;lower ;0,095043057;0,095043057
negative;foreign ;0,03082129;0,03082129
negative;exchange ;0,03082129;0,03082129
negative;value ;0,063136278;0,063136278
negative;of ;0,028967045;0,028967045
negative;the ;0,004261508;0,004261508
negative;dollar ;0,004261508;0,004261508
negative;than ;0,004380514;0,004380514
negative;was ;0,004380514;0,004380514
negative;the ;0,004380514;0,004380514
negative;staff;0,004380514;0,004380514
negative;s ;0,004380514;0,004380514
negative;previous ;0,02067704;0,02067704
negative;forecast;0,02067704;0,02067704
negative;but;-0,003194462;-0,003194462
negative;compared ;0,007833877;0,007833877
negative;with ;0,007833877;0,007833877
negative;the ;0,030341339;0,030341339
negative;november ;0,030341339;0,030341339
negative;forecast;0,039049678;0,039049678
negative;a ;0,004693719;0,004693719
negative;number ;0,004693719;0,004693719
negative;of ;0,004693719;0,004693719
negative;other ;0,004693719;0,004693719
negative;conditioning ;0,008663884;0,008663884
negative;assumptions ;0,008663884;0,008663884
negative;were ;0,071187974;0,071187974
negative;less ;0,101768582;0,101768582
negative;favorable;0,040028153;0,040028153
negative;house ;0,008573824;0,008573824
negative;prices ;0,008573824;0,008573824
negative;and ;0,010846388;0,010846388
negative;housing ;0,015589114;0,015589114
negative;activity ;0,015589114;0,015589114
negative;were ;0,011246074;0,011246074
negative;likely ;0,011246074;0,011246074
negative;to ;0,022036053;0,022036053
negative;be ;0,022036053;0,022036053
negative;lower;0,022036053;0,022036053
negative;while ;0,029291734;0,043535864
negative;interest ;0,029291734;0,015077509
negative;rates;0,015107414;0,015077509
negative;oil ;0,020535996;0,020535996
negative;prices;0,020535996;0,020535996
negative;and ;-0,006325337;-0,006325337
negative;the ;-0,00472957;-0,00472957
negative;foreign ;-0,00472957;-0,00472957
negative;exchange ;-0,005138526;-0,005138526
negative;value ;-0,005138526;-0,005138526
negative;of ;-0,000418925;-0,000418925
negative;the ;-0,000418925;-0,000418925
negative;dollar ;0,015605428;0,015605428
negative;were ;0,018556553;0,018556553
negative;projected ;-0,005762501;-0,005762501
negative;to ;-0,005762501;-0,005762501
negative;be ;-0,03947944;-0,03947944
negative;higher;-0,068902972;-0,068902972
negative;on ;0,007627487;0,007627487
negative;average;0,010203765;0,010203765
negative;than ;0,010461299;0,010461299
negative;previously ;0,010461299;0,010461299
negative;assumed;0,005253851;0,005253851
negative;short;-0,003437895;-0,003192413
negative;term ;-0,002506204;-0,00109683
negative;euro ;-0,003010167;0,000864014
negative;interest ;-0,003010167;-0,00736895
negative;rates ;-0,003719496;-0,00736895
negative;moved ;0,007237493;0,026266194
negative;lower ;0,166980678;0,175375419
negative;as ;0,0878303;0,078979396
negative;euro;0,008268112;0,008431406
negative;area ;-0,000969676;0,004389941
negative;institutions ;-0,00137159;-0,004501465
negative;drew ;-0,0005206;0,002962515
negative;a ;-0,001469364;-0,00681781
negative;substantial ;-0,009603526;-0,011909065
negative;amount ;-0,002369259;0,000305105
negative;of ;-0,000278422;0,001069354
negative;three;-0,000208178;0,00212469
negative;year ;0,012178597;0,001123505
negative;funds ;-0,004092324;-0,006538823
negative;from ;-0,00346298;0,00399849
negative;the ;0,008906379;0,005663738
negative;ecb;0,014495845;0,009701332
negative;and ;0,012632527;0,012632527
negative;dollar ;0,019716954;0,019716954
negative;funding ;0,019044592;0,019044592
negative;costs ;0,052008878;0,052008878
negative;for ;-0,007098741;-0,007098741
negative;european ;0,014041701;0,014041701
negative;banks ;0,035847103;0,035847103
negative;also ;0,034769068;0,034769068
negative;appeared ;0,02737655;0,02737655
negative;to ;0,018800364;0,018800364
negative;decline;0,291008095;0,291008095
negative;in ;0,00737622;0,00737622
negative;addition;0,02246879;0,02246879
negative;market;0,011514282;0,009733229
negative;based ;0,00647808;0,007079442
negative;measures ;0,007393949;0,007995311
negative;of ;0,017562641;0,024267644
negative;expected ;0,017238414;0,020557202
negative;overnight ;0,031818267;0,045011725
negative;interest ;0,027931081;0,025104041
negative;rates ;0,055000505;0,025104041
negative;also ;0,038198537;0,036405829
negative;declined ;0,479155881;0,443308372
negative;in ;0,048095765;0,015031646
negative;those ;-0,015490203;0,015031646
negative;countries;-0,033774194;0,007837656
negative;and ;-0,019526036;-0,019526036
negative;the ;-0,009237923;-0,009663994
negative;dollar ;-0,009237923;-0,008811853
negative;appreciated ;-0,065033429;-0,065671961
negative;against ;-0,00438136;-0,003742828
negative;the ;0,033967943;0,033661215
negative;euro;0,023205315;0,022812244
negative;sterling;0,017524136;0,017524136
negative;and ;0,013595564;0,013442024
negative;the ;0,015192258;0,014525424
negative;canadian ;0,015192258;0,014525424
negative;dollar;0,015192258;0,016641082
positive;these ;0,008449093;0,008449093
positive;positive ;0,020275285;0,020275285
positive;factors ;0,020275285;0,020275285
positive;were ;0,034758736;0,034758736
positive;partly ;0,034965096;0,034965096
positive;offset ;0,041104824;0,041104824
positive;in ;0,041104824;0,041104824
positive;the ;0,022780309;0,022780309
positive;staff;0,008903828;0,008903828
positive;s ;0,014013805;0,014013805
positive;medium;0,008807248;0,008807248
positive;term ;0,010244873;0,010244873
positive;gdp ;0,020296485;0,020296485
positive;projection ;0,016280462;0,016280462
positive;by ;0,016280462;0,016280462
positive;higher ;0,145636172;0,145636172
positive;projected ;0,075916332;0,075916332
positive;paths ;0,027504546;0,027504546
positive;for ;0,027838472;0,027838472
positive;both ;0,022425876;0,022425876
positive;longer;0,022425876;0,022425876
positive;term ;0,009698458;0,009698458
positive;interest ;0,008766119;0,008583498
positive;rates ;0,008400878;0,008583498
positive;and ;0,015911594;0,015911594
positive;the ;0,005082334;0,005082334
positive;foreign ;0,005082334;0,005082334
positive;exchange ;0,001697512;0,001697512
positive;value ;0,004021845;0,004021845
positive;of ;0,003935712;0,003935712
positive;the ;0,003935712;0,003935712
positive;dollar;0,012376119;0,012376119
positive;the ;-0,001828995;-0,001828995
positive;staff;0,003527006;0,003527006
positive;s ;0,006977377;0,006977377
positive;broad ;0,018321941;0,018321941
positive;nominal ;0,025510563;0,025510563
positive;dollar ;0,011365242;0,011365242
positive;index ;0,017267529;0,017267529
positive;moved ;0,056484917;0,056484917
positive;up ;0,101739832;0,101739832
positive;as ;0,027143964;0,027143964
positive;the ;0,011853122;0,011853122
positive;dollar ;0,047681055;0,047681055
positive;appreciated ;0,104372879;0,104372879
positive;against ;0,017960281;0,017960281
positive;the ;0,00779996;0,00779996
positive;currencies ;0,025812416;0,025812416
positive;of ;0,01041279;0,01041279
positive;the ;0,007055972;0,007055972
positive;advanced ;0,014338192;0,014338192
positive;foreign ;0,01050053;0,01050053
positive;economies;0,016031761;0,016031761
positive;consistent ;0,024381516;0,024381516
positive;with ;0,018843499;0,018843499
positive;the ;0,005517349;0,005517349
positive;larger ;0,008009653;0,008009653
positive;increase ;0,076020761;0,076020761
positive;in ;0,018804235;0,018804235
positive;u;0,021102943;0,021102943
positive;s;0,006246373;0,006246373
positive;interest ;0,000796394;0,005417554
positive;rates;0,010038714;0,005417554
negative;the ;0,005019108;0,005019108
negative;staff;0,010185794;0,010185794
negative;s ;0,011559731;0,011559731
negative;forecast ;0,017043133;0,017421463
negative;for ;0,005335418;0,005713747
negative;real ;0,003939441;0,003561111
negative;gdp ;0,014560459;0,01418213
negative;over ;0,001854965;0,001854965
negative;the ;0,001854965;0,001854965
negative;medium ;0,003743793;0,003743793
negative;term ;0,003743793;0,003743793
negative;also ;0,025940726;0,025940726
negative;was ;0,026945869;0,026945869
negative;revised ;0,032861328;0,032861328
negative;down ;0,425597764;0,425597764
negative;somewhat;0,04500212;0,04500212
negative;reflecting ;0,021928722;0,038887472
negative;higher ;0,011707725;-0,00269616
negative;projected ;-0,013691573;-0,007982865
negative;paths ;-0,013691573;-0,014761317
negative;for ;-0,008801277;-0,010950821
negative;both ;-0,008801277;-0,010950821
negative;longer;-0,005857585;-0,001851595
negative;term ;0,003776364;-0,001851595
negative;interest ;0,003776364;0,004461211
negative;rates ;0,003776364;0,004461211
negative;and ;0,011109662;0,004461211
negative;the ;0,001175519;0,001175519
negative;foreign ;0,001175519;0,001175519
negative;exchange ;-0,001030199;-0,001030199
negative;value ;-0,001030199;-0,001030199
negative;of ;0,005087221;0,005087221
negative;the ;0,005087221;0,005087221
negative;dollar;0,009361233;0,009361233
negative;along ;0,006669481;0,006669481
negative;with ;0,006669481;0,006669481
negative;slightly ;0,037594662;0,037423238
negative;lower ;0,042259722;0,042431146
negative;projected ;-0,001223101;-0,001223101
negative;paths ;-0,001223101;-0,001223101
negative;for ;0,001083724;0,001083724
negative;equity ;0,004544091;0,004544091
negative;and ;0,003648765;0,003648765
negative;home ;0,018801583;0,018801583
negative;prices;0,018801583;0,018801583
positive;in ;0,006624908;0,006624908
positive;contrast;-0,02915864;-0,02915864
positive;the ;-0,001338658;-0,001338658
positive;staff;-0,002211835;-0,002211835
positive;s ;-0,002211835;-0,002211835
positive;medium;-0,00750653;-0,00750653
positive;term ;-0,014131815;-0,014131815
positive;forecast ;-0,023400862;-0,023400862
positive;for ;0,002540355;0,002540355
positive;real ;0,002540355;0,002540355
positive;gdp ;0,016406409;0,016406409
positive;was ;-0,004209145;-0,004209145
positive;revised ;0,001107643;0,001107643
positive;up ;0,230159684;0,230159684
positive;slightly;0,045908801;0,045908801
positive;mostly ;-0,001690742;-0,001690742
positive;reflecting ;0,001941113;0,001941113
positive;lower ;0,007887786;0,007887786
positive;projected ;0,008699097;0,008699097
positive;paths ;0,008147111;0,008147111
positive;for ;0,008147111;0,008147111
positive;the ;0,00636475;0,00636475
positive;foreign ;0,00636475;0,00636475
positive;exchange ;0,00221666;0,00221666
positive;value ;0,00221666;0,00221666
positive;of ;-0,000558294;-0,000558294
positive;the ;-0,000558294;-0,000558294
positive;dollar ;-0,000558294;-0,000558294
positive;and ;0,002677619;0,002320299
